"content","time"
"我还看到有人说六学家都是一些学生**呢 https://gsp0.baidu.com/5aAHeD3nKhI2p27j8IqW0jdnxx1xbK/tb/editor/images/client/image_emoticon25.png 结果我去搜了搜他的资料，工作还没我好呢 https://gsp0.baidu.com/5aAHeD3nKhI2p27j8IqW0jdnxx1xbK/tb/editor/images/client/image_emoticon25.png","24/12/2018 09:59:00"
"这个是什么游戏","24/12/2018 10:08:00"
"话说崩三还要两开花？？ https://gsp0.baidu.com/5aAHeD3nKhI2p27j8IqW0jdnxx1xbK/tb/editor/images/client/image_emoticon68.png","24/12/2018 10:25:00"
"章灯童子","24/12/2018 10:45:00"
"你们真的要逼死他吗？我追六小龄童的剧十几年了，早上得知了全网都在黑它老艺术家的消息，一下子有点恍惚。看着他微博底下的嘲笑和谩骂，看着一条条的戏不胡，改不乱，不知道为什么，有点累。想到昔日国人心中的大圣突然沦落到这步田地，我的情绪再也控制不住了，整个人蒙在被子里，偷偷的笑出了声。","24/12/2018 10:51:00"
"https://imgsa.baidu.com/forum/w%3D580/sign=fecf09bd8a01a18bf0eb1247ae2e0761/7ed944c9a786c9170a25dda8c43d70cf3bc75716.jpg","24/12/2018 11:40:00"
"https://gsp0.baidu.com/5aAHeD3nKhI2p27j8IqW0jdnxx1xbK/tb/editor/images/client/image_emoticon25.png 
 https://imgsa.baidu.com/forum/w%3D580/sign=ae21f197a1af2eddd4f149e1bd110102/02372d98a9014c08b62ea734077b02087bf4f424.jpg","24/12/2018 11:42:00"
"[阴险]楼主也是六明星","24/12/2018 11:59:00"
"[阴险]戏说不是胡说 改编不是乱编","24/12/2018 12:00:00"
"也可能是舔🐶","24/12/2018 12:26:00"
"[阴险]零糖麦片","24/12/2018 12:29:00"
"经常有小朋友过来问我，洛必达法则到底有几个条件啊？我看有些教材，洛必达竟然和拉格朗日谈起了恋爱，洛必达叫拉格朗日叫日日，拉格朗日叫洛必达叫达达，求导不分，积分颠倒。这样的教材主创人员是要向全国人民谢罪的！微分不是积分，极值不是最值。有时候泰勒展开比洛必达公式好用，我用泰勒从28项展开到82项，我太了解他了！我们说一个数学考试没有自己的公式是可悲的，有了公式还不去用就是可耻的。年轻的考生还在笑，我是笑不出来。有的考生一看到题，第一反应“哇，太难了！”这怎么行呢？见到难题，尤其需要乐观向上。有些考生竟然还带了两张准考证，结果一进考场就被拦下来了。你说你高数比我好，有本事上台比划比划。我是身经百战见得多了，我研究了十七年的高数，每年稿费不到70元，十七年下来不到2000元。我说高数题目你一题都没有做过的请举手，结果没有一个人举手，什么叫做国际考试啊？（后仰）今年下半年，中美合卷的高数考试正在命题中，我继续担任监考老师，希望大家多多关注！
(非原创)","24/12/2018 12:52:00"
"好卵搞笑 
 https://imgsa.baidu.com/forum/w%3D580/sign=83262abeb3096b6381195e583c328733/23864442ad4bd113fa905aa357afa40f4afb05d3.jpg 
 https://imgsa.baidu.com/forum/w%3D580/sign=1e548123bfb7d0a27bc90495fbee760d/4a9812d7277f9e2fb468f0991230e924b999f3dc.jpg","24/12/2018 12:57:00"
"你们一个个都是章学友","24/12/2018 13:16:00"
"https://imgsa.baidu.com/forum/w%3D580/sign=1600954d59e736d158138c00ab514ffc/89ca67d2572c11df07e264b26e2762d0f703c202.jpg 了解一下","24/12/2018 13:48:00"
"都踏马年底了，求求你赶紧开机吧","24/12/2018 16:34:00"
"改编只能我乱编","24/12/2018 16:35:00"
"这个动作是要谢罪的","24/12/2018 17:38:00"
"这到底是天兵天将还是一伙建筑工队。。","24/12/2018 17:46:00"
"你应该去eu4吧发 那里的老哥喜欢这个","24/12/2018 17:57:00"
"@童丝阿姐 我听说你为了六小龄童至今未嫁，真是真爱啊，可惜小丑（章承恩）是不会喜欢哈莉奎茵（你）的，在小丑（章承恩）眼中你只是随时可丢弃的玩物","24/12/2018 18:11:00"
"谁能告诉我为什么现在微博全是挺他的，评论都没有骂他的了？全是水军吗？","24/12/2018 22:59:00"
"六学家们还不向全世界人民道歉？ https://gsp0.baidu.com/5aAHeD3nKhI2p27j8IqW0jdnxx1xbK/tb/editor/images/client/image_emoticon25.png https://gsp0.baidu.com/5aAHeD3nKhI2p27j8IqW0jdnxx1xbK/tb/editor/images/client/image_emoticon25.png https://gsp0.baidu.com/5aAHeD3nKhI2p27j8IqW0jdnxx1xbK/tb/editor/images/client/image_emoticon68.png https://gsp0.baidu.com/5aAHeD3nKhI2p27j8IqW0jdnxx1xbK/tb/editor/images/client/image_emoticon25.png https://gsp0.baidu.com/5aAHeD3nKhI2p27j8IqW0jdnxx1xbK/tb/editor/images/client/image_emoticon68.png 
 https://imgsa.baidu.com/forum/w%3D580/sign=5f239f8104f79052ef1f47363cf2d738/3f14a0fbe6cd7b89e1d6d611022442a7d8330efb.jpg 
 https://imgsa.baidu.com/forum/w%3D580/sign=82c12bbdb3096b6381195e583c328733/23864442ad4bd113fb775ba057afa40f4afb05fb.jpg","25/12/2018 00:28:00"
"https://imgsa.baidu.com/forum/w%3D580/sign=309a9852fa36afc30e0c3f6d8318eb85/dfbbcbde8db1cb137a81e981d054564e93584b49.jpg","25/12/2018 00:50:00"
"我认为等六老师百年以后最适合给他陪葬的人就是童丝阿姐了[太开心]让他们在阴间再续前缘[哈哈]","25/12/2018 00:56:00"
"控评了解一下","25/12/2018 07:57:00"
"建议发六小龄童吧 https://gsp0.baidu.com/5aAHeD3nKhI2p27j8IqW0jdnxx1xbK/tb/editor/images/client/image_emoticon25.png","25/12/2018 07:58:00"
"https://imgsa.baidu.com/forum/w%3D580/sign=3e8223c5dd160924dc25a213e406359b/c43d2c399b504fc25d1df496e8dde71191ef6dfc.jpg","25/12/2018 08:38:00"
"天庭拆迁大队","25/12/2018 09:28:00"
"dd","25/12/2018 09:33:00"
,"25/12/2018 09:58:00"
"变相说六学家们都是魔子魔女啊 https://gsp0.baidu.com/5aAHeD3nKhI2p27j8IqW0jdnxx1xbK/tb/editor/images/client/image_emoticon67.png","25/12/2018 10:13:00"
"反帝反封建","25/12/2018 10:21:00"
"原来早在2010年。。。","25/12/2018 10:27:00"
"gkd","25/12/2018 13:30:00"
"小火汁，想不到你也是个p社人","25/12/2018 14:38:00"
"你看这个孙悟空他这样拿棍子。。。
 https://imgsa.baidu.com/forum/w%3D580/sign=76f5ea6acefdfc03e578e3b0e43e87a9/3bb199f531adcbefc8006292a1af2edda3cc9f07.jpg","25/12/2018 16:45:00"
"求资源","25/12/2018 16:56:00"
"这…是个人才，把洗地上升到了一个新高度","25/12/2018 17:33:00"
"刚澄清了许多，又开通了微博，黑粉喷子怎么他就这么多？！嘿嘿吃俺老孙一告去你个西游记滴“原作者”故居不错，广场归我好一个大圣轮回，哎！真不错俺老孙去也！复读个千八百回不嫌多你也喷我，他也怼我不疯魔就不成活哎！不成活","25/12/2018 17:38:00"
"哈哈","25/12/2018 17:50:00"
,"25/12/2018 18:16:00"
"https://gsp0.baidu.com/5aAHeD3nKhI2p27j8IqW0jdnxx1xbK/tb/editor/images/client/image_emoticon25.png","25/12/2018 19:45:00"
"谢罪警告⚠️","25/12/2018 19:59:00"
"楼主舌功不错","25/12/2018 20:16:00"
"《六学哲学的魔法原理》自序
我早年是个默默无闻的魔法学徒，很少在公众场合发言，最近六学兴起，于是我在想，魔法和六学之间到底有没有共通点，就是历史和地理一样，经过一段时间的思考，确实发现了一些想通点，几经周折，终于成书，书名是《六学哲学的魔法原理》，但我终究是才疏学浅，有许多地方参悟不透，还希望吧友们海涵。
所以说人呐，就都不知道，自己不可以预料，一个人的命运啊，当然要靠自我奋斗，但是也要考虑到历史的进程，我绝对不知道，我作为一个魔法学徒怎么成为了章老师的替身，所以章承恩老师同我讲话，说：“中美合拍的西游记还有几年就要正式开机了，就由你来当我的替身”，我说另请高明吧，我实在也不是谦虚，我一个魔法学徒怎么能成章老师替身呢？但是，章老师讲“我要给人民呈现一个更加经典的美猴王，无法料理琐事，所以我的日常工作、通告等也由你代劳了”。后来我念了一句章老师的名言：苦练七十二变，笑对八十一难。所以我就成了章老师的替身，成了替身我干了这几年我也没别，大概三件事：一个，确立了章老师美猴王的正统地位。第二个，删改《西游记》中不符合社会主义核心价值观的内容，并重新出版。第三个，就是代言《大圣轮回》。如果说还有一点成绩的话就是发微博复读，这个对微博的经营有很大的关系，后来我又干了三年零5个月，等于说我做了七年的章老师替身，还有杨洁导演逝世时宣传新片也是由我完成的，但是这些都是次要的，我主要的就是三件事，很惭愧，就做了一点微小的工作，谢谢大家。","25/12/2018 20:22:00"
"太拼了","25/12/2018 20:27:00"
"这一手扔书一手捞钱啊","25/12/2018 20:28:00"
"双修学位","25/12/2018 20:50:00"
"https://gsp0.baidu.com/5aAHeD3nKhI2p27j8IqW0jdnxx1xbK/tb/editor/images/client/image_emoticon25.png","25/12/2018 20:50:00"
"https://imgsa.baidu.com/forum/w%3D580/sign=01048adb932f07085f052a08d925b865/942df208c93d70cfbd153299f5dcd100bba12b48.jpg","25/12/2018 22:29:00"
"这些人也就在键盘上找找存在感，找存在感最好的方式就是与众不同，说到与众不同，我就想起猴群中与众不同的孙悟空，明年年初……文体两开花……","25/12/2018 22:47:00"
"他没来过我们学校，我也没接触过他。六学要开课，我报名去听，我觉得吐槽大会可以吐槽一下六学","26/12/2018 01:38:00"
"https://gsp0.baidu.com/5aAHeD3nKhI2p27j8IqW0jdnxx1xbK/tb/editor/images/client/image_emoticon25.png https://gsp0.baidu.com/5aAHeD3nKhI2p27j8IqW0jdnxx1xbK/tb/editor/images/client/image_emoticon25.png","26/12/2018 03:26:00"
"。。","26/12/2018 07:21:00"
"说到精髓，我就想到了西游记里面的妖精，今年下半年……弘扬……文体两开花……关注。","26/12/2018 07:22:00"
"谢罪警告 https://gsp0.baidu.com/5aAHeD3nKhI2p27j8IqW0jdnxx1xbK/tb/editor/images/client/image_emoticon25.png","26/12/2018 07:35:00"
"大家有没有六学家资格考试试题啊","26/12/2018 09:03:00"
"https://imgsa.baidu.com/forum/w%3D580/sign=c03e2867fa36afc30e0c3f6d8318eb85/dfbbcbde8db1cb138a2559b4d054564e93584bda.jpg","26/12/2018 09:14:00"
"我只接受荣誉，我不接受“诋毁”","26/12/2018 09:48:00"
"车牌号码","26/12/2018 10:17:00"
"洗上天了","26/12/2018 11:05:00"
"有好几种，历年真题，要么？","26/12/2018 11:34:00"
"这个是题库，有一些基础的知识点，你看一下。 https://imgsa.baidu.com/forum/w%3D580/sign=9586d25107d162d985ee621421dea950/23ef56cfc3fdfc0305cb7f2dd93f8794a5c2268d.jpg","26/12/2018 11:35:00"
"https://imgsa.baidu.com/forum/w%3D580/sign=43d614e1a0345982c58ae59a3cf5310b/580f1200a18b87d6f3742b8a0a0828381f30fd03.jpg","26/12/2018 12:06:00"
"周星驰，雷军，曹荣，陈柏霖，张卫健，丁健，多啦a梦和大雄，彭于晏，林峰，翁海清，陈浩民，李连杰，熊艺彬，费振翔，黄渤，甄子丹，鸟山明，吴樾，郭富城，屈中恒，金秉万，岳华，刘中群，堺正章，董志华，林志颖，香取慎吾，黄子韬，六铁承莱
 https://imgsa.baidu.com/forum/w%3D580/sign=2e980b1a6181800a6ee58906813433d6/3c39f558252dd42ad7f4f33e0e3b5bb5c8eab8b8.jpg","26/12/2018 13:01:00"
"今年……开花……两手翻花……多多支持","26/12/2018 13:06:00"
"现在洗地狗多起来了","26/12/2018 14:32:00"
"说实话，我觉得他们说的没错，不骂人是对的，而且人家也没有说六小龄童完全是对的啊，有反对意见可以，但是连人家家人都骂了那就过分了。不要把别人当圣人的标准来对待。批评当然可以，但是升级到网络暴力就不好了……做人应该宽容大度一些","26/12/2018 14:36:00"
"我是非常讨厌谩骂行为的，管他喜欢不喜欢章金莱，说脏话就是错！因为脏话本身杀伤力很大，而且对他人带有极大的侮辱性，伤人害己，可以说没有一点好处。而且人在谩骂的时候，也是自己最不冷静的时候，那样只会丧失自己的判断力。","26/12/2018 14:38:00"
"[一楼喂熊]","26/12/2018 15:11:00"
"https://imgsa.baidu.com/forum/w%3D580/sign=b0a99d98bc3533faf5b6932698d2fdca/c327a19a033b5bb5609b34683bd3d539b700bce9.jpg","26/12/2018 17:13:00"
"6","26/12/2018 17:20:00"
"说到拜皇，我就想起玉皇大帝，说到玉皇大帝我就想起西游记，明年年初……","26/12/2018 17:33:00"
"你写的这个自序啊，exciting！","26/12/2018 17:35:00"
"https://imgsa.baidu.com/forum/w%3D580/sign=bde3c55e174c510faec4e21250582528/4f1cdefafbedab6439e85656fa36afc378311ea6.jpg","26/12/2018 17:52:00"
"律师函警告 https://imgsa.baidu.com/forum/w%3D580/sign=71019d5d4e166d223877159c76210945/b97545170924ab18b3d1fba138fae6cd7a890b71.jpg","26/12/2018 17:53:00"
"唉,不知道怎么想的,好好的老艺术家搞成这样,另外楼主,喜洋洋不好看了?还是熊出没不好玩了?轮得到你来骂了?","26/12/2018 19:27:00"
"https://imgsa.baidu.com/forum/w%3D580/sign=cc4de57afd1f3a295ac8d5c6a924bce3/cbb7d32209f79052d83b039a01f3d7ca7bcbd507.jpg","26/12/2018 19:30:00"
"不要再刷六学啦！！ https://imgsa.baidu.com/forum/w%3D580/sign=052e826c76cb0a4685228b315b62f63e/e437d7a6d933c895d89ef8eddc1373f08302005c.jpg","26/12/2018 19:31:00"
"魔法主修 辅修六学","26/12/2018 20:04:00"
"是不是少了一个卡卡罗特？ https://gsp0.baidu.com/5aAHeD3nKhI2p27j8IqW0jdnxx1xbK/tb/editor/images/client/image_emoticon25.png https://gsp0.baidu.com/5aAHeD3nKhI2p27j8IqW0jdnxx1xbK/tb/editor/images/client/image_emoticon25.png https://gsp0.baidu.com/5aAHeD3nKhI2p27j8IqW0jdnxx1xbK/tb/editor/images/client/image_emoticon25.png https://gsp0.baidu.com/5aAHeD3nKhI2p27j8IqW0jdnxx1xbK/tb/editor/images/client/image_emoticon25.png","26/12/2018 20:16:00"
"https://gsp0.baidu.com/5aAHeD3nKhI2p27j8IqW0jdnxx1xbK/tb/editor/images/client/image_emoticon25.png https://gsp0.baidu.com/5aAHeD3nKhI2p27j8IqW0jdnxx1xbK/tb/editor/images/client/image_emoticon25.png","26/12/2018 20:17:00"
"https://imgsa.baidu.com/forum/w%3D580/sign=2d6bc0a74790f60304b09c4f0910b370/27acf980800a19d81bd7c8933efa828ba71e4661.jpg","26/12/2018 21:09:00"
"强力","26/12/2018 21:09:00"
"中美合作开机 https://gsp0.baidu.com/5aAHeD3nKhI2p27j8IqW0jdnxx1xbK/tb/editor/images/client/image_emoticon25.png","26/12/2018 21:10:00"
"https://imgsa.baidu.com/forum/w%3D580/sign=594fe7eba9c27d1ea5263bcc2bd4adaf/47bcbbdca3cc7cd9006061963401213fb90e91c1.jpg","26/12/2018 21:43:00"
"https://imgsa.baidu.com/forum/w%3D580/sign=dc12b8e8281f95caa6f592bef9167fc5/d1e0af86e950352a8d44989e5e43fbf2b2118b10.jpg","26/12/2018 21:46:00"
"https://imgsa.baidu.com/forum/w%3D580/sign=dc12b8e8281f95caa6f592bef9167fc5/d1e0af86e950352a8d44989e5e43fbf2b2118b10.jpg","26/12/2018 21:47:00"
"https://imgsa.baidu.com/forum/w%3D580/sign=97e34b68cefdfc03e578e3b0e43e87a9/3bb199f531adcbef2916c390a1af2edda3cc9f1f.jpg","26/12/2018 21:47:00"
"精髓不是兩開花嗎？","26/12/2018 21:51:00"
"https://imgsa.baidu.com/forum/w%3D580/sign=292a239e96504fc2a25fb00dd5dce7f0/42ff1f12632762d0f1070b29adec08fa513dc604.jpg","26/12/2018 22:35:00"
"当然是复读机啊","26/12/2018 22:44:00"
"文体两开花","27/12/2018 00:30:00"
"两个字:开花 https://gsp0.baidu.com/5aAHeD3nKhI2p27j8IqW0jdnxx1xbK/tb/editor/images/client/image_emoticon3.png","27/12/2018 03:13:00"
"甲：好难受，为什么大家都在黑六老师，太不尊重老艺术家了。乙:这些网友真是太过分了，他们是怎么黑的？甲：他.他们。居然，居然把六老师说过的话重复了一遍。","27/12/2018 07:03:00"
"没至宝差评","27/12/2018 08:30:00"
"鸽子 复读机","27/12/2018 09:42:00"
"战术后仰，文体两开花","27/12/2018 09:43:00"
"*****g继续扮演美ha王,六ha两开花","27/12/2018 10:06:00"
"先谢罪再枪毙","27/12/2018 10:09:00"
"明明是谢罪 https://gsp0.baidu.com/5aAHeD3nKhI2p27j8IqW0jdnxx1xbK/tb/editor/images/client/image_emoticon16.png","27/12/2018 10:16:00"
"https://imgsa.baidu.com/forum/w%3D580/sign=be2dc75a5f66d0167e199e20a729d498/ddc2ba2fb9389b50c834a4c58835e5dde6116e77.jpg","27/12/2018 10:28:00"
"就是复读
 https://imgsa.baidu.com/forum/w%3D580/sign=9af11185424a20a4311e3ccfa0509847/e2373e19972bd407ec1d9a6a76899e510eb30960.jpg","27/12/2018 10:57:00"
"https://imgsa.baidu.com/forum/w%3D580/sign=b8ddaa988a94a4c20a23e7233ef51bac/a02539ae2edda3cc128cf3b70ce93901203f92d6.jpg","27/12/2018 11:00:00"
"师傅，走！","27/12/2018 11:08:00"
"你别看我聊着聊着好像不在乎这个，我是非常在乎！","27/12/2018 11:10:00"
"https://imgsa.baidu.com/forum/w%3D580/sign=3e8e908dcb5c1038247ececa8210931c/1d10e68ca977391264c515f6f5198618377ae258.jpg","27/12/2018 12:52:00"
"改编不是乱编，戏说不是胡说 https://gsp0.baidu.com/5aAHeD3nKhI2p27j8IqW0jdnxx1xbK/tb/editor/images/client/image_emoticon100.png","27/12/2018 13:54:00"
"如果没有爆出那挡子事，六老师的声望就是那年猴年一样，可惜他自己作。","27/12/2018 14:04:00"
"双学士学位","27/12/2018 15:03:00"
"https://imgsa.baidu.com/forum/w%3D580/sign=c197134d18ce36d3a20483380af23a24/5c56d6a88226cffc84355025b4014a90f603ea24.jpg","27/12/2018 15:18:00"
"开机了开机了 https://gsp0.baidu.com/5aAHeD3nKhI2p27j8IqW0jdnxx1xbK/tb/editor/images/client/image_emoticon24.png https://gsp0.baidu.com/5aAHeD3nKhI2p27j8IqW0jdnxx1xbK/tb/editor/images/client/image_emoticon24.png https://gsp0.baidu.com/5aAHeD3nKhI2p27j8IqW0jdnxx1xbK/tb/editor/images/client/image_emoticon24.png 好期待 https://imgsa.baidu.com/forum/w%3D580/sign=0c1325186181800a6ee58906813433d6/3c39f558252dd42af57fdd3c0e3b5bb5c8eab8cd.jpg","27/12/2018 16:00:00"
"b站的视频。自己去搜，图中有号
 https://imgsa.baidu.com/forum/w%3D580/sign=05ca887cbe1c8701d6b6b2ee177e9e6e/ce0c00cbd1c8a786e2ae7c966a09c93d71cf50b2.jpg 
 https://imgsa.baidu.com/forum/w%3D580/sign=466937330e3b5bb5bed720f606d2d523/e1462618ebc4b7452df4818ec2fc1e178b8215de.jpg","27/12/2018 17:08:00"
"复读七十二变，笑拿八十一万","27/12/2018 17:56:00"
"看到评论里里有人喷章老师是个“文化流氓”，我极端不认同！你可以辱骂章老师是“流氓”，我相信以章老师的心胸不会在意的，但怎么能侮辱章老师是“文化流氓”？ 这些年来章老师一直苦心积虑流窜于各学校演讲、流水化自动化签书，我曾有幸拜读过他写的西游记的解读类的书，章老师对西游记的理解大概有百家号那么深，但为了方便没有文化基础的群众们阅读，章老师用最浅薄的文字编写。此外章老师还费尽心血新编了精装本西游记，删去了原著中很多封建迷信糟粕内容，并在封面上放了大幅章老师的照片，且只卖200元，不为赚钱，只为将西游文化传承下去。 为了推广正统西游文化，章老师精选了《大圣轮回》等精品手游和产品亲自代言，并不懈余力与非正统恶搞西游文化的恶势力作斗争，积极起诉糟蹋西游文化的恶徒，虽然没有得到过法律的支持，但是赢得了民心。 2010年《吴承恩与西游记》首播受到热烈欢迎，全国人民奔走相告，一时间万人空巷，并在豆瓣取得了2.9分的高分。本剧在豆瓣上的简介中写道“……丰富奇绝的神话、幻想、侠游与大胆有趣的艺术表现样式、现代高科技的立体表现手段、极大地扩展了天上人间的非凡想像”。本剧内容之严谨给那些恶搞西游文化的无良商人啪啪打脸。我时常重温这部经典好剧，每次看都会忍不住痛苦流泪，实在是西游文化在现代社会的精品再现。 每次看到键盘侠黑章老师我就很难过，他们总揪着当年的黑料不放，说章老师当年火了就飘了，拉着八戒唐僧组小团体排挤打压杨洁导演，禁止导演与他们同台。但是当年章老师不顾导演反对全国商演，是因为他心里着急啊，看着老祖宗有这么优秀的文化却不能体现出商品价值，他只想快点将西游文化热乎乎的传播给全国人民，这也不能算错。我相信只是杨洁当时没有体会到章老师的良苦用心。何况杨导书中说了准备补拍西游记时，章老师找准机会带八戒唐僧去道歉，当场取得了谅解。章老师这一可屈可伸的诚恳态度实为可赞！他一生尊重杨洁导演，在导演去世时亲自前往悼唁并推销西游电影，让网上那些污蔑两人关系的谣言不攻自破。 多少年寒来暑往，章老师对猴子这一角色呕心沥血，已达到人猴合一的高深境界，潜心研究西游文化数十年并竭尽一切渠道去宣传和推销西游文化，这样一位一生只为猴戏的老艺术家，我们难道不应该发自五脏六腑的深深的尊敬吗？难道我们不期待章老师今后奉献更多更精彩的猴戏吗？请爱护我方章老师!","27/12/2018 18:33:00"
"https://imgsa.baidu.com/forum/w%3D580/sign=8d23fb75ac44ad342ebf878fe0a30c08/60c7261d8701a18b9bd64bd7932f07082838fe7a.jpg 
 https://imgsa.baidu.com/forum/w%3D580/sign=89cc1071801001e94e3c1407880f7b06/851588940a7b020851f466796fd9f2d3572cc87a.jpg 
 https://imgsa.baidu.com/forum/w%3D580/sign=5f12658ca618972ba33a00c2d6cc7b9d/7043dac3d56285356ad98bb99def76c6a7ef6306.jpg 
 https://imgsa.baidu.com/forum/w%3D580/sign=17d2fd8b9adda144da096cba82b6d009/c5601ed5b31c8701ba8eeb7e2a7f9e2f0708ff07.jpg 
 https://imgsa.baidu.com/forum/w%3D580/sign=34f2562fe450352ab16125006342fb1a/5212df91f603738da77655babe1bb051f819ec7b.jpg","27/12/2018 21:12:00"
"是一个巧合，也是一种缘分","27/12/2018 22:07:00"
"别的演员都想摆脱自己塑造的经典角色，让自己戏路宽点，这货天天抱着孙悟空角色捞金[滑稽]鬼毛的艺术家。怪不得上不了春晚。","27/12/2018 22:20:00"
"是一个巧合，也是一种缘分","27/12/2018 22:45:00"
"开拍是不可能开拍的，这辈子都不可能开拍的。自己拍又不会拍，就是靠卖书才能维持得了生活这样子。","27/12/2018 22:48:00"
"谢谢楼主，好资源拿走了啊？","27/12/2018 23:00:00"
"为啥我发的帖子被删了。。。","27/12/2018 23:50:00"
"https://imgsa.baidu.com/forum/w%3D580/sign=3e8e908dcb5c1038247ececa8210931c/1d10e68ca977391264c515f6f5198618377ae258.jpg","27/12/2018 23:52:00"
"在杨导尸骨未寒之际，这只老母🐶为了维护六爷依旧不惜抹黑杨导…
 https://imgsa.baidu.com/forum/w%3D580/sign=f5a16191bb003af34dbadc68052bc619/24ef8b168a82b90189e242ab7e8da9773812eff5.jpg","28/12/2018 00:29:00"
"真的假的","28/12/2018 00:33:00"
"童丝阿姐到底是不是人？ https://gsp0.baidu.com/5aAHeD3nKhI2p27j8IqW0jdnxx1xbK/tb/editor/images/client/image_emoticon33.png 会不会说句话？人品呢？素质呢？ https://gsp0.baidu.com/5aAHeD3nKhI2p27j8IqW0jdnxx1xbK/tb/editor/images/client/image_emoticon17.png 这个微博当时一发出，引来不少人批评这位老母🐶，她迅速删了微博。没想到居然还能找到这个历史资料 https://gsp0.baidu.com/5aAHeD3nKhI2p27j8IqW0jdnxx1xbK/tb/editor/images/client/image_emoticon11.png “生日当天离世的人”指的是“沙僧”闫怀礼❗
 https://imgsa.baidu.com/forum/w%3D580/sign=de0642b18b18367aad897fd51e728b68/4d0d3dd2fd1f4134f95d8ae6281f95cad0c85ed1.jpg","28/12/2018 00:47:00"
"https://imgsa.baidu.com/forum/w%3D580/sign=c8d1af298d0a19d8cb03840d03fb82c9/8b4ab02cd42a283430f5c09356b5c9ea14cebfe8.jpg","28/12/2018 01:23:00"
"六小龄童吧逛了一圈，那边普遍没有把荧幕中的六小和六小本人的人品问题分开来看，什么演技好老艺术家balabala…你和他讲道理他跟你谈情怀，似乎只要喜欢六小就可以完全抛开是非善恶，还有几个一无所知还自鸣得意的睿智无脑洗，看得人憋气的要命 https://gsp0.baidu.com/5aAHeD3nKhI2p27j8IqW0jdnxx1xbK/tb/editor/images/client/image_emoticon33.png","28/12/2018 05:21:00"
"当年奥运会要用孙悟空当吉祥物的话，现在六老师就不用像现在这样吃相难看了吧
 https://imgsa.baidu.com/forum/w%3D580/sign=00e101a6d4f9d72a17641015e42b282a/10fe3e65034f78f0ed9bff6a74310a55b2191caf.jpg","28/12/2018 08:59:00"
"出于经济上的考虑就可以不顾西游文化的精髓和魂魄了？就是为了钱呗，等于说加钱就行。","28/12/2018 09:26:00"
"https://imgsa.baidu.com/forum/w%3D580/sign=7e73df97bc3533faf5b6932698d2fdca/c327a19a033b5bb5ae4176673bd3d539b700bcae.jpg","28/12/2018 09:50:00"
"魔子魔孙 https://gsp0.baidu.com/5aAHeD3nKhI2p27j8IqW0jdnxx1xbK/tb/editor/images/client/image_emoticon25.png","28/12/2018 10:50:00"
"捕捉清洁工","28/12/2018 11:21:00"
"这是要告v社啊。把完美也告了吧","28/12/2018 12:53:00"
"岸本齐史 的 《火影忍者》有 四位孙悟空 还有 通灵兽猿魔","28/12/2018 15:40:00"
"说到六小龄童我就想到西游记里的孙悟空……………中美和拍","28/12/2018 15:55:00"
"你说的只是演孙悟空的，根据语录，那些演唐僧白骨精的也在名单之内。","28/12/2018 16:33:00"
"因为已经过时了","28/12/2018 16:39:00"
"章林古港","28/12/2018 16:48:00"
"卡卡罗特","28/12/2018 17:37:00"
"【六小龄童】六龙珠(中日合拍西游记大片主题曲)_哔哩哔哩 (゜-゜)つロ 干杯~-bilibili
 https://imgsa.baidu.com/forum/w%3D580/sign=08f3300e4b2309f7e76fad1a420f0c39/7c38410635fae6cd3c308efb02b30f2443a70fbc.jpg","28/12/2018 17:48:00"
"文体两开花就完事了","28/12/2018 17:51:00"
"日本那个比六早","28/12/2018 18:55:00"
"黑他的评论被删了 微博评论被限制了","28/12/2018 19:25:00"
"https://imgsa.baidu.com/forum/w%3D580/sign=69ff1c60dcc8a786be2a4a06570bc9c7/0243a02bc65c10381fa37258bf119313b17e8964.jpg","28/12/2018 22:48:00"
"真问一下，鸟山明哪一年开始画七龙珠的？","28/12/2018 22:58:00"
"你可把我笑死了 https://gsp0.baidu.com/5aAHeD3nKhI2p27j8IqW0jdnxx1xbK/tb/editor/images/client/image_emoticon2.png","29/12/2018 09:54:00"
"https://imgsa.baidu.com/forum/w%3D580/sign=6eaac5897f0e0cf3a0f74ef33a44f23d/909a0b500fb30f24bc5f8498c595d143ac4b037d.jpg","29/12/2018 10:01:00"
"复读六老师的话也叫黑? https://gsp0.baidu.com/5aAHeD3nKhI2p27j8IqW0jdnxx1xbK/tb/editor/images/client/image_emoticon25.png","29/12/2018 10:04:00"
