"content","time"
"有人恶意冒充我造谣诋毁，有人注册多个id在此吧发表不当言论，然后再恶意投我，以至于被管理员误封我个人贴吧（牧狼人云杰 吧）！
有人昨天高仿我id发不当言论，然后再恶意投诉我，说其报警等等，其是胡说八道，其是卑鄙无耻造谣诋毁的小人！这些人公开辱骂诋毁陷害我，一直恶意投诉我，
去年有人诋毁我抄袭等等，恶意辱骂污蔑我，我从山东淄博去北京百度公司说明了情况，也去北京报过警！
附我割手以正清白之报警视频和去上地派出所报警时的照片和去百度说明情况的照片！
http://m.youku.com/video/id_XMTM3OTIzMTQwMA==.html?x （我去年报警视频）！

 https://imgsa.baidu.com/forum/w%3D580/sign=7deb865da44bd11304cdb73a6aaea488/6d66c28aa61ea8d34861162a9e0a304e241f58fe.jpg 
 https://imgsa.baidu.com/forum/w%3D580/sign=387c0db1ad0f4bfb8cd09e5c334e788f/1fa8d70b304e251f2fb486d6ae86c9177e3e53fe.jpg","29/11/2016 06:46:00"
"有人恶意冒充我造谣诋毁，有人注册多个id在此吧发表不当言论，然后再恶意投我，以至于被管理员误封我个人贴吧（牧狼人云杰 吧），我个人建立七年来发表上万句贴的贴吧，记录了我太多作品和点点滴滴，还有不少真人脱口秀，可想而知我的心情，我很伤心！
有人昨天高仿我id发不当言论，然后再用其他id投诉我，说其已报警等等，其是胡说八道，其就是卑鄙无耻造谣诋毁的小人！这些人公开辱骂诋毁陷害我，一直恶意投诉我，
去年有人诋毁我抄袭等等，恶意辱骂污蔑我，我从山东淄博去北京百度公司说明了情况，也去北京报过警！
附我割手以正清白之报警视频和去上地派出所报警时的照片和去百度说明情况的照片！
http://m.youku.com/video/id_XMTM3OTIzMTQwMA==.html?x （我去年报警视频）！

 https://imgsa.baidu.com/forum/w%3D580/sign=7fe9a3ecbb119313c743ffb855390c10/09b051dea9ec8a134f8d3acefe03918fa1ecc0a2.jpg 
 https://imgsa.baidu.com/forum/w%3D580/sign=6128eaa9d9a20cf44690fed746084b0c/07727d6c55fbb2fb7bbc353c464a20a44723dca2.jpg","29/11/2016 06:53:00"
"有人恶意冒充我造谣诋毁，有人注册多个id在此吧发表不当言论，然后再恶意投我，以至于被管理员误封我个人贴吧（牧狼人云杰 吧）！（有让一直在恶意辱骂诋毁陷害我，冒充我造谣生事，p图诋毁我等等）
此人昨天高仿我id发不当言论，然后说自己报警等等，其是胡说八道，其就是卑鄙无耻造谣诋毁的小人！这些人公开辱骂诋毁陷害我，一直恶意投诉我，附图！

 https://imgsa.baidu.com/forum/w%3D580/sign=f197ee1e33f33a879e6d0012f65d1018/309a5d940a7b02085f5a52cf6bd9f2d3562cc8ae.jpg 
 https://imgsa.baidu.com/forum/w%3D580/sign=7feda3ecbb119313c743ffb855390c10/09b051dea9ec8a134f893acefe03918fa1ecc0ae.jpg 
 https://imgsa.baidu.com/forum/w%3D580/sign=8b1988bc05f431adbcd243317b37ac0f/63f115fab2fb4316548c175429a4462308f7d3ae.jpg 
 https://imgsa.baidu.com/forum/w%3D580/sign=ec0176c3aacc7cd9fa2d34d109002104/18bf49f69052982232a054eddeca7bcb0b46d4ae.jpg 
 https://imgsa.baidu.com/forum/w%3D580/sign=bf37573a4ba7d933bfa8e47b9d4ad194/de9659d9bc3eb135837eda95af1ea8d3fc1f4484.jpg","29/11/2016 06:54:00"
"注意休息","29/11/2016 06:54:00"
"发在这里管理员能看到？你以为他们吃了没事干到处瞎逛，即使瞎晃荡也不会晃到你这里来呀","29/11/2016 07:14:00"
"鱼魔害你","29/11/2016 07:23:00"
"你心中不是早已无恨？说话是喷粪？","29/11/2016 07:31:00"
"怂货不封号了？发个誓你没嫖娼？你落嫖娼昌翠暴毙","29/11/2016 07:35:00"
"玆磁","29/11/2016 08:00:00"
"珍惜你的权限吧，过不多久又没了。","29/11/2016 08:00:00"
"你猜你还有几天可以猖狂","29/11/2016 08:14:00"
"杰子你看，多么蓝的天啊，一直睡下去你就会融化在蓝天里，睡吧睡吧，一直睡下去，别来贴吧","29/11/2016 08:23:00"
"你们这些恶意辱骂诋毁陷害我的卑鄙小人，你们恶意辱骂诋毁我和我父母及逝去的姥姥，早已失去了起码的人性！
我心中早已无恨，你们还如此祸害我，如此祸害我全家，这是恶意谋杀，你们不会知悔改的
我只有找出你们讨回清白公道，没有退路了！","29/11/2016 09:13:00"
"去睡一会儿吧杰子，我帮你盯着。","29/11/2016 09:14:00"
"你这样不睡觉，坚持不了几天的。","29/11/2016 09:16:00"
"既然心中无恨，为何还要找出别人报仇？噢，你大概是醒酒了！","29/11/2016 09:17:00"
"您好，脑猝死就是脑梗塞、脑中风。当脑梗塞遇见一过性高血压便会导致脑血管破裂并发展成脑溢血。不论是脑梗塞、还是脑溢血，其结果均会导致栓塞及破裂部位相关脑组织大量缺血和缺氧。当脑组织长期处于缺氧、缺血状态时，脑组织会因缺血、缺氧而死亡。大量脑组织死亡就是脑猝死，脑猝死的最终结局是脑死亡。","29/11/2016 09:18:00"
"别复读，来跟我正面对话","29/11/2016 09:18:00"
"心中无恨难道又是一句空话吗？","29/11/2016 09:18:00"
"三天三夜 - 歌浴森","29/11/2016 09:19:00"
"rtrsw","29/11/2016 09:19:00"
"有些辱骂诋毁陷害我地址卑鄙宵小太可恨，我没有退路！
即使我心中早已无恨，不能被你们害死也无动于衷吧?","29/11/2016 09:19:00"
"是的，必须如此！","29/11/2016 09:20:00"
"换个角度讲，云杰，你最近是不是不常喝酒了？吧友是在帮你戒酒啊。","29/11/2016 09:20:00"
"杰子，放过昌翠笃银吧，你要去找出宵小，不又得问他俩要钱吗","29/11/2016 09:21:00"
"你们这些死不悔改的卑鄙之，真是打算要害死我全家，等我查明你们的真实身份后，你们自己想！","29/11/2016 09:24:00"
"你要是找出宵小单练 我们就不闹了 吼不吼啊","29/11/2016 09:26:00"
,"29/11/2016 09:27:00"
"社长，你反复说贴吧就像你养了七年的孩子。倘若一个人爱孩子，他真的能心中无恨吗？如果心中有恨嘴上却偏说无恨，算不算骗人呢？","29/11/2016 09:28:00"
"我的确心中早已无恨，可这些卑鄙宵小往死了黑我，这等于恶意祸害我全家，我不能再无动于衷","29/11/2016 09:29:00"
"食言里技","29/11/2016 09:31:00"
"不能睡觉开心吗？😊","29/11/2016 09:39:00"
"=￣ω￣=wwwwwwwwww","29/11/2016 09:54:00"
"心中还有恨？","29/11/2016 10:07:00"
"挺开心吧","29/11/2016 10:14:00"
"又去报警了？","29/11/2016 10:16:00"
"现实中网络中受过的羞辱太多 自尊已饱经跌堕 啃老能治肚饿 未曾干过活 怎知杰为何 凌晨五点多 自行车进货 黑喷们有他够德善心么？","29/11/2016 10:22:00"
"恁当杰做傻佬吧
哪怕对他说‘操恁妈’
他舅舅未曾啃老吗
忠烈全家
黑喷要现行 话恁知 天道法治吗
就算杰死妈 也可继续啃他爸
一回眸他贴吧被人封杀 蛤～","29/11/2016 10:25:00"
"中","29/11/2016 10:31:00"
"若你不胡乱封删，我愿从新来过，从头观察恁的人心人性","29/11/2016 10:31:00"
"杰子被车轮战击败。","29/11/2016 10:48:00"
"你被超级大电击！","29/11/2016 10:50:00"
"云杰，你删除我们的发言，封禁我们的账号就是在剥夺我们的言论自由权，你要找我算账你就来，我让你看看我们美利坚人民是怎么用枪炮争取言论自由的。","29/11/2016 11:01:00"
"你心中到底有恨无恨？","29/11/2016 11:08:00"
"张杰，您是不是男人？咱们敞开天窗说亮话，我到底如何诋毁你？我到底是如何胡说八道？","29/11/2016 11:22:00"
"杰子现在在贴吧曝光台疯狂炒作","29/11/2016 11:26:00"
"支持 我马上要杀笃银昌翠了","29/11/2016 11:41:00"
"你在北京有房子?","29/11/2016 12:30:00"
"睡吧，睡吧，虚伪龌龊的张杰。睡吧，睡吧，正公社没有啦！","29/11/2016 12:35:00"
"五十路","29/11/2016 12:40:00"
"你造谣诋毁我，你可曾悔改？","29/11/2016 13:15:00"
"急了，怂了。哈哈哈","29/11/2016 13:19:00"
"你去北京往返车费花销都够你父母一个月生活费了，你这不孝子竟拿父母血汗钱干这种事","29/11/2016 13:26:00"
"脑猝死，新词get","29/11/2016 13:30:00"
"鱼魔疯狂繁殖","29/11/2016 13:31:00"
"缸中之鱼尚能延嗣，反观某人，定体问。","29/11/2016 13:37:00"
"废话不说，只说两点:1.荒废时间的是老牧本人，不能怪吧友。2.杰吧一夜沦陷，这说明老牧你一开始就把房子建在流沙之上。总之，责任还在你老牧身上。
相应的启示:1.关闭贴吧，排除干扰，珍惜时间.2.花时间在一些实事上，如写书出版，路边卖鸡等等。
我个人关注杰吧一年多，上面绝大部分内容不是扯淡空洞就是复读低俗。留着也是浪费百度的内存，还是删掉了好。忠言逆耳利于行，总是老牧你还是好好正视自己，然后洗心革面，迎接一个新的开始吧。
杰吧没了，生活还得继续。","29/11/2016 13:37:00"
"对啊","29/11/2016 13:38:00"
"你奈我何？就要黑你","29/11/2016 13:41:00"
"疯狂申诉","29/11/2016 13:43:00"
"杰子就越开心因为这是他设下的圈套啊，他现在已经懒的不出作品不出脱口秀了，被人骂几句喷几句就能有人气都省下动脑子创作了，虽然想依靠这种脑残妄想讨其他吧友的同情可怜起势是根本不可能的，可是我们不值得啊，这般懒惰之人的计谋不配我们给他当枪使啊。","29/11/2016 13:45:00"
"不该对张杰抱有任何积极的幻想，这人已经无药可救了","29/11/2016 13:49:00"
"昨天有一个吧友说过既然杰子不喜欢别人喷你那你就效仿其他贴吧的吧主再找几个忠心的小吧看谁ID不爽不用他发恶意辱骂贴直接就十循环不就好了嘛，不出多少天就把它们都恶心走了，说的他哑口无言，为什么啊，把它们封了那不就等于是把我计谋中的枪给卸了嘛 https://gsp0.baidu.com/5aAHeD3nKhI2p27j8IqW0jdnxx1xbK/tb/editor/images/client/image_emoticon2.png 吧友一语戳穿他心中的那点小九九","29/11/2016 13:50:00"
"我真感觉他不配大家给他这样的关注啊 https://gsp0.baidu.com/5aAHeD3nKhI2p27j8IqW0jdnxx1xbK/tb/editor/images/client/image_emoticon1.png 何天尊独人为了点关注人气连命都拼了的脑洞大开的创作虽然创作出的大多都是黑屁 https://gsp0.baidu.com/5aAHeD3nKhI2p27j8IqW0jdnxx1xbK/tb/editor/images/client/image_emoticon1.png 可是我敬重它们为了自己的狗屁理想所做出的努力 https://gsp0.baidu.com/5aAHeD3nKhI2p27j8IqW0jdnxx1xbK/tb/editor/images/client/image_emoticon1.png","29/11/2016 13:53:00"
"我的的确确已心中无恨，但有些恶意辱骂诋毁陷害我的宵小往死了黑我，依旧恶意辱骂诋毁我父母和我逝去的姥姥，这是非得祸害死我全家，我不能被黑死也不反击，至少要揪出几个来讨个公道！为了无辜之人不在受到欺骗和伤害，为了实现中华伟大复兴，我生死无惧！","29/11/2016 14:00:00"
"这种像复制罐头工厂一样换层复读皮当新品卖，早晚透支娱乐性，来回都是这么个味时间长了谁不腻啊。","29/11/2016 14:01:00"
"有人总抱着幻想，他也许诺未来未来会有大的革命性玩法变化，会有新的各种现实倒霉厄运.各种爆炸式超好玩新闻。可是大家别忘了无奸不商啊，买的永远都没有卖的精。我是吃够了他这个万年不变的味都吃馊了的贴皮破罐头了。","29/11/2016 14:06:00"
"那么你今天睡不睡觉？","29/11/2016 14:21:00"
"张杰都不敢看完这个帖子，不敢面对现实","29/11/2016 14:32:00"
"路边卖鸡起势，合情合理","29/11/2016 14:56:00"
"威逼利诱","29/11/2016 15:19:00"
"杰宝宝该睡了","29/11/2016 15:27:00"
"睡死你丫的","29/11/2016 15:40:00"
"今晚做噩梦","29/11/2016 15:41:00"
"贴吧可以再建，要是龙体折损大和就无法复兴里！","29/11/2016 17:45:00"
"你辱骂你父亲我 认淄博杂种张笃银坐爹 禽兽不如！","29/11/2016 18:15:00"
"@牧狼人云杰 你连你父亲我都骂 丧良心啊","29/11/2016 18:21:00"
"他要是听你的我 https://gsp0.baidu.com/5aAHeD3nKhI2p27j8IqW0jdnxx1xbK/tb/editor/images/client/image_emoticon1.png 他祖坟早冒青烟了 https://gsp0.baidu.com/5aAHeD3nKhI2p27j8IqW0jdnxx1xbK/tb/editor/images/client/image_emoticon1.png 三岁智力的弱智杰一直停留在三岁 https://gsp0.baidu.com/5aAHeD3nKhI2p27j8IqW0jdnxx1xbK/tb/editor/images/client/image_emoticon22.png 根本就没长大","29/11/2016 18:31:00"
"为人类正义做点实事，请赐予我力量吧！","29/11/2016 18:45:00"
"求公审","29/11/2016 19:01:00"
"一位老朋友，地址就是淄博市淄川区淄矿路102号。 https://imgsa.baidu.com/forum/w%3D580/sign=2f365c088382b9013dadc33b438ca97e/938d328a4710b912283681d1cafdfc0393452243.jpg","29/11/2016 19:02:00"
"有要送花送水果或者带个话的朋友，请留言。我尽量办到。","29/11/2016 19:03:00"
"带个砸鱼汤豆腐箱","29/11/2016 19:47:00"
"云杰请相信我吧，我实在看不下去这些黑喷了 @牧狼人云杰","29/11/2016 20:01:00"
"真的愿助我清理黑喷吗？","29/11/2016 20:07:00"
"@湖北蛮子匡三刀 加油！自我救赎！","29/11/2016 20:13:00"
"虽然不知你哪位，若来淄博，可以来找我，我请你吃博山菜！我精神很正常，我一直原创，一生堂堂正正，一心为国为民为世，你不要辱骂诋毁陷害迫害我！","29/11/2016 20:14:00"
"10""

 //tb2.bdstatic.com/tb/static-pb/img/voice_ad.gif","29/11/2016 20:15:00"
"跟死尸有什么区别？@牧杰人黑喷 就让我救赎自己吧 
 https://imgsa.baidu.com/forum/w%3D580/sign=c2d43c3c00f79052ef1f47363cf2d738/dcba8ffd1e178a825b71308fff03738da877e8ea.jpg","29/11/2016 21:28:00"
"人人需要救赎 人人需要自救！@牧杰人黑喷","29/11/2016 21:29:00"
"@牧杰人黑喷 我也被封了","29/11/2016 21:35:00"
"人人需要救赎 人人需要自救！我勉励自己！","29/11/2016 21:43:00"
"云杰老兄，近来可好。","29/11/2016 22:00:00"
"顶","29/11/2016 22:04:00"
"哼","29/11/2016 22:09:00"
"哈利路亚","29/11/2016 22:11:00"
"云朝迁都了","29/11/2016 22:17:00"
"我张云杰一生堂堂正正，一直原创，一心为国为民为世，不辱人不坑人不害人，待人文明道德友善大度，多年前立志实现中华伟大复兴和达成自然良循大道，一颗正气正德正善之心可昭日月星辰，可耀环宇自然，天地人自然万物可鉴！
是的，无论别人如何诋毁陷害迫害我，辱骂诋毁我父母和逝去的姥姥，恶意冒充我造谣生事挑拨是非，p图诋毁我不爱国不孝敬老人及诋毁我抄袭等等，我心中早已无恨，道骨佛心法治！
必须尊重人权平等，尊重法律，依法治国！","29/11/2016 23:24:00"
"为什么那么多人黑你 你知道原因吗","29/11/2016 23:26:00"
"别再说无恨了 怎么你都是要死的 只是看我们心情了","29/11/2016 23:27:00"
"有些人死了比活着更有利于社会","29/11/2016 23:28:00"
"没错 杰公请给予我救赎自我的机会吧","29/11/2016 23:29:00"
"https://gsp0.baidu.com/5aAHeD3nKhI2p27j8IqW0jdnxx1xbK/tb/editor/images/client/image_emoticon83.png https://gsp0.baidu.com/5aAHeD3nKhI2p27j8IqW0jdnxx1xbK/tb/editor/images/client/image_emoticon83.png https://gsp0.baidu.com/5aAHeD3nKhI2p27j8IqW0jdnxx1xbK/tb/editor/images/client/image_emoticon83.png https://gsp0.baidu.com/5aAHeD3nKhI2p27j8IqW0jdnxx1xbK/tb/editor/images/client/image_emoticon83.png https://gsp0.baidu.com/5aAHeD3nKhI2p27j8IqW0jdnxx1xbK/tb/editor/images/client/image_emoticon83.png","29/11/2016 23:29:00"
"这辈子做什么事情都是失败","29/11/2016 23:29:00"
"你身上没有可以让你骄傲的地方吧","29/11/2016 23:30:00"
"活了那么久一有困难就哭着找妈妈","29/11/2016 23:30:00"
"还没猝死呢？天理何在","29/11/2016 23:31:00"
"欸 你睡着了吗 既然结果是注定的 不如大家都早点睡","29/11/2016 23:33:00"
"嘴里心中无恨，叫你快点去死就封删","29/11/2016 23:35:00"
"你为什么不去死呢 你只会让真正爱你的人伤心 你觉得你可以心安理得的享受别人的血汗 求求你快去世","29/11/2016 23:40:00"
"社长你还想怎样？","30/11/2016 00:01:00"
"谁给你机会
哼哈哈哈哈哈哈哈哈哈哈哈哈","30/11/2016 00:01:00"
"你已经36了 你没有机会啦","30/11/2016 00:02:00"
"说吧，你到底要我怎样！@牧狼人云杰","30/11/2016 00:02:00"
"你以为是你们给我机会吗?
是你们不懂得救赎提升自我！
哎！","30/11/2016 00:02:00"
"阿杰已经不相信任何人了，伤心","30/11/2016 00:08:00"
"社长，醒来！大不了咱们一起告他们去！！！@牧狼人云杰","30/11/2016 00:11:00"
"社长却视而不见，本狼粉眼泪直泪","30/11/2016 00:16:00"
"社长，你意欲何为@牧狼人云杰","30/11/2016 00:16:00"
"现在确实是社长辣 https://gsp0.baidu.com/5aAHeD3nKhI2p27j8IqW0jdnxx1xbK/tb/editor/images/qpx_n/b13.gif https://gsp0.baidu.com/5aAHeD3nKhI2p27j8IqW0jdnxx1xbK/tb/editor/images/qpx_n/b13.gif https://gsp0.baidu.com/5aAHeD3nKhI2p27j8IqW0jdnxx1xbK/tb/editor/images/qpx_n/b13.gif","30/11/2016 00:18:00"
"你就发发善心放过他俩吧，你死了，你父母现在去领养个小孩还来得及，让他好好学习，考个大学，现在生活水平也上来了，活到八九十岁也不是难事，将来走的时候，孩子还能给送终，老张家也不能觉后了，你怎么就不可怜下你的父母呢？","30/11/2016 00:18:00"
"鼓起腮帮社长就能看到你了","30/11/2016 00:23:00"
"朋友，不知你哪位，非我诅咒你，我思考人生归来去，至少我现在已陪伴了我父母三十五年，你能保证陪伴你父母三十五年吗?！","30/11/2016 00:24:00"
"做个好人比什么都重要","30/11/2016 00:25:00"
"新人提几点建议，云杰你人品确实好，但两个黑点忍不了，一个食盐一个啃老，大家其实都是来看你笑话的，你自以为德才貌三全，然后一点实事都干不出来天天喊起势喊的好听做不出来有什么用？天天做梦一步登天习接见。那些黑喷喷你某种方面也是一种激励，你看贴吧看得太重了，我敢说你把食言、啃老两个黑点改了，有灵感就写几篇文章，录几期脱口秀，跟独人13差不多那样，这吧有百分之九十九的人不再黑你","30/11/2016 00:55:00"
"再者是我看过以前的帖子，一些人确实是为了你好叫你先工作安定下来起势也不迟，你直接说人家是宵小别有用心妄图阻拦你起势，好像是饕餮野狐...记不清了
结果12年说要起势到现在什么回归真我...你知道黑喷为什么喜欢黑你吗？满嘴大仁大义正善正德为国为民的伟丈夫在现实其实是个啃老食言的人，是我我也想笑，键盘侠，建议云杰先做出一点实事","30/11/2016 01:07:00"
"我失眠了","30/11/2016 01:18:00"
"这次失眠时间太长，宵小恶意辱骂诋毁我，致使我个人贴吧（牧狼人云杰 吧）被关闭是重要原因，或许我也真的存在失眠，四十个小时没休息了，居然不困！","30/11/2016 01:24:00"
"这次失眠时间太长，宵小恶意辱骂诋毁我，冒充我造谣生事，p图诋毁我，恶意投诉我，致使我个人贴吧（牧狼人云杰 吧）被关闭是重要原因，或许我也真的存在失眠，四十个小时没休息了，居然不困！","30/11/2016 01:25:00"
"让我救赎我犯的过错，我愿与黑喷战斗到死！","30/11/2016 01:26:00"
"我大概看了这些事件的前前后后 也看了吧主写的一些诗词杂文打油诗 文采一般 词作无韵无律无价值 多数是一些老干体 打油诗更是杂乱的不堪入目 杂文无形无神 几乎无可取之处 只有空叹却无内容 可笑的是吧主竟以寰宇主宰自愈。。。本人立场属于中立 对吧主客观评价就是 志大才疏 反以为荣 本人偶然路过此吧所留 引以诸葛先生言：“从未见过有如此厚颜无耻之人。”若吧主仅存些许胸怀 勿删此帖 痛改前非 纳他人之良言 囊己身之内涵 -----以上为本人看法","30/11/2016 01:26:00"
"我大概看了这些事件的前前后后 也看了吧主写的一些诗词杂文打油诗 文采一般 词作无韵无律无价值 多数是一些老干体 打油诗更是杂乱的不堪入目 杂文无形无神 几乎无可取之处 只有空叹却无内容 可笑的是吧主竟以寰宇主宰自愈。。。本人立场属于中立 对吧主客观评价就是 志大才疏 反以为荣 本人偶然路过此吧所留 引以诸葛先生言：“从未见过有如此厚颜无耻之人。”若吧主仅存些许胸怀 勿删此帖 痛改前非 纳他人之良言 囊己身之内涵 -----以上为本人看法","30/11/2016 01:28:00"
"朋友，让历史来证明吧，晚安 https://gsp0.baidu.com/5aAHeD3nKhI2p27j8IqW0jdnxx1xbK/tb/editor/images/client/image_emoticon2.png ！","30/11/2016 01:35:00"
"谢谢关心支持，但你别趟这浑水了，有事我自己扛。你心中不要有恨，晚安！
哦，可以加我贴吧好友，彼此友善交流，晚安！","30/11/2016 01:43:00"
"要有清白公道","30/11/2016 01:58:00"
"云杰这皓首匹夫苍髯老贼，一条断脊之犬，还敢在我军阵前狺狺狂吠！","30/11/2016 02:02:00"
"专做砸鱼汤","30/11/2016 02:05:00"
"姥酒姥肉也该上国宴！","30/11/2016 02:06:00"
"你在贴吧这个公共场合哗众取宠，该当何罪","30/11/2016 02:08:00"
"受雇于刘老板","30/11/2016 02:09:00"
,"30/11/2016 03:43:00"
"困死你个傻逼","30/11/2016 07:04:00"
"古来明君识悍将、悍将惜明君，杰公南渡后与大V哥再续前缘，举起抗津大旗，不啻为南云历史的一段佳话。","30/11/2016 07:24:00"
"本狼粉觉得杰子可能被送进了ICU","30/11/2016 09:05:00"
"https://gsp0.baidu.com/5aAHeD3nKhI2p27j8IqW0jdnxx1xbK/tb/editor/images/client/image_emoticon1.png","30/11/2016 09:54:00"
"嘻嘻","30/11/2016 09:55:00"
"睡了","30/11/2016 09:55:00"
"哈哈","30/11/2016 09:55:00"
"恩","30/11/2016 09:55:00"
"哈","30/11/2016 09:56:00"
"当时有人为吧主编写过云朝词谱，什么“桑树笑”。。。。 https://gsp0.baidu.com/5aAHeD3nKhI2p27j8IqW0jdnxx1xbK/tb/editor/images/client/image_emoticon25.png","30/11/2016 09:57:00"
"删帖死妈","30/11/2016 10:40:00"
"不知我若因用着脑过度而出现什么意外，造谣诋毁陷害我之人会不会知悔改?
昨天 一电话（022 60401724 ，很奇怪，这种022 6040开头号码有几百个打过我电话，必是网络公司之类的无疑）给我打过电话 ，我一听那声音就是百度id 九河小子 尽管他不承认！尽管他黑我，妄想用我原创欺世盗名，但我心中早已无恨，其应小号不少，可黑了我这么久也是缘分，我没有必要有恨！
包括那么多辱骂诋毁陷害迫害我之人，我不恨你们！
但你们知道业力吗?我归人正德正善，希望你们不要在错误的道路上越走越远，人生归来去，有堕落有升华，遵纪守法，是否救赎自己最终取决于自己，天堂地狱一念之间！
云杰如是说！","30/11/2016 11:01:00"
"杰子说的“道骨佛心法治”到底是什么鬼啊？？？？
问他什么意思他就“对此暂不多谈”，再不就“你们暂且不懂”
张杰，你懂，你厉害，你天下第一，麻烦您老人家能给解释解释吗？？
这驴唇不对马嘴的玩意到底是啥啊？？？
你到底要表达啥啊！！","30/11/2016 11:05:00"
"幸好还有正公社","30/11/2016 11:46:00"
"张杰其实自己也不懂，所以每到关键时刻，不是说“不多谈”、“下了，再聊”、“你这是在恶意荒废我的时间”、“你这黑喷，十天不谢”以及“我之原创，卑鄙小人想要抄袭吗”，也没有其他有价值的回复了。","30/11/2016 11:46:00"
"[开心]这位朋友，吧主不仅志大才疏，而且常常行小人之举反倒以君子自居。请问，一个君子在冤枉了好人之后，会对他/她的呼喊不闻不问吗？一个君子，会为了一些无伤大雅的小事封删吧友吗？一个君子，会把自己立下的誓言当成放屁一样放掉吗？一个君子，会不懂装懂，死活不承认自己不懂，被人问急了就封删吗？一个君子，会骚扰女网友吗？
综上所述，此人不仅志大才疏，而且德行有亏。","30/11/2016 11:50:00"
"张杰，你诋毁我的事情咱们还没弄清楚呢，是个男人揪出来给我解释，我哪里胡说八道，哪里造谣诋毁了？","30/11/2016 11:52:00"
"吧主有精神疾病，不要试图用逻辑思维去说服他","30/11/2016 11:56:00"
"很客观","30/11/2016 12:12:00"
"黑喷还有人性吗？救赎！自救！
 https://imgsa.baidu.com/forum/w%3D580/sign=a68374d799529822053339cbe7cb7b3b/91605e168a82b901aa308b237a8da9773812ef9b.jpg","30/11/2016 12:32:00"
"[睡觉]","30/11/2016 12:45:00"
"本居士是替云杰着想，为了云杰好。","30/11/2016 12:56:00"
"楼主啊，你看看，请睁大双眼，云杰是多么堂堂正正，容貌神武啊！
 https://imgsa.baidu.com/forum/w%3D580/sign=fbbe0a2253afa40f3cc6ced59b64038c/a3830135970a304ead511dead8c8a786c8175cc8.jpg 
 https://imgsa.baidu.com/forum/w%3D580/sign=0cbdf3eb0346f21fc9345e5bc6256b31/2d11e9763912b31b6b2670398f18367adbb4e1f2.jpg","30/11/2016 13:02:00"
"https://imgsa.baidu.com/forum/w%3D580/sign=1f4f0f21a88b87d65042ab1737082860/835811db81cb39db1aaeda46d9160924aa1830d5.jpg 
 https://imgsa.baidu.com/forum/w%3D580/sign=dfa418729122720e7bcee2f24bcb0a3a/408bca83b9014a902050fbada0773912b21beed6.jpg 
 https://imgsa.baidu.com/forum/w%3D580/sign=405efa2e05f3d7ca0cf63f7ec21ebe3c/e79d0a91f603738d710bb132ba1bb051f919ecff.jpg","30/11/2016 13:02:00"
"狼披着人皮就是人了？救赎自我，救赎他人，人活在世上如果不想当俗人只能如此！","30/11/2016 13:04:00"
"说到啃老，我不是纯啃老！当然我现在穷困落魄人微言轻，挺惭愧的！
我多年来骑自行车给家里进货和买东西，酷暑寒冬风雨无阻，现实中的太多人对此都清楚{上百人作证肯定有}，最多的时候前后载一百斤左右的货物{拿绳子封好}！有些人问我，为何不买一电动车，我说骑自行车可以活动筋骨，事实上我确实这样想的！
是的，现在太多人出门就是车，办公室做一天，喝酒抽烟等等，许多人从外表上看着挺强壮，实则身体慢慢都垮了，感冒头疼等小病不断！而我长年不感冒，虽然我颓废了很久，喝酒熬夜等等，但我比太多同龄人显年轻，我有时会想是否我年少时经常上山玩时吃过什么东西有关啊！
我之所以一直敢公开真实身份，那是因为我行得正，所以我敢说和任何人对簿公堂，但至今没有人敢公开真实身份，其做贼心虚也！
心中不要有恨，有人犯了错，甚至犯了罪，有法律惩治，自己不能冲动而犯法。话说回来，若非百度id 九河小子 等妄想用我原创欺世盗名者自去年至今诋毁我，若非有人数年来骚扰辱骂诋毁陷害我，我静下心来完成一两部大作也不一定啊！当然，我心中早已无恨，道骨佛心法治！
不知有些人知道业力吗？有些人犯了错甚至犯了罪，只是现在还没有显现。可业力可以转换，或其知悔改从此做个好人，会得到救赎！
做个好人，比什么都重要！","30/11/2016 13:05:00"
"然而，张杰依然没有给你个小吧让你当 https://gsp0.baidu.com/5aAHeD3nKhI2p27j8IqW0jdnxx1xbK/tb/editor/images/client/image_emoticon25.png","30/11/2016 13:09:00"
"你妈确实是死了","30/11/2016 13:15:00"
"自己骂自己得到什么快感？","30/11/2016 13:18:00"
"你要知道悔改早没人骂你了。你敢接我电话吗？不敢吧，你怂。","30/11/2016 13:45:00"
"https://imgsa.baidu.com/forum/w%3D580/sign=8cff68ca1cce36d3a20483380af33a24/b7b8f898a9014c08b94cbcb5037b02087af4f4cd.jpg 

张杰小狗还敢打电话威胁杀我全家？来南京我一刀捅穿你大屁眼子你信不信？[滑稽]","30/11/2016 14:14:00"
"哈哈哈哈","30/11/2016 14:31:00"
"大概就是编了个新词，每次造句都要用一下，也不管通不通顺","30/11/2016 14:41:00"
"傻逼","30/11/2016 15:18:00"
